Season,Player,Team,Position,tot_rank,evo_rank,evd_rank,ppl_rank,pkl_rank,fin_rank,gol_rank,xgl_rank,ast_rank,pen_rank,hit_rank,pdo_rank,ozs_rank,tmt_rank,cmp_rank,Role,GP,TOI,Goals,Total Assists,Total Points,ixG,GF%,xGF%,Age,Date of Birth,Birth Country,Nationality,Height (in),Weight (lbs),Draft Year,Draft Round,Overall Draft Position,Player ID,Specific Position,tot_history,evo_history,evd_history,ppl_history,pkl_history,team_history
2007-2008,Sam Gagner,EDM,F,,,,,,,240.0,275.0,25.0,137.0,358.0,50.0,62.0,,,Second Line,79,1237.4166666667,13,36,49,14.17,43.68,47.07,18,1989-08-10,CAN,CAN,71,201,2007,1,6,8474040,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'EDM']"
2007-2008,Sami Kapanen,PHI,F,,,,,,,353.0,384.0,393.0,109.0,212.0,66.0,337.0,,,Fourth Line,74,985.7,5,3,8,5.42,33.33,43.88,34,1973-06-14,FIN,FIN,70,185,1995,4,87,8462114,R,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'PHI']"
2007-2008,Samuel Pahlsson,ANA,F,,,,,,,391.0,392.0,346.0,163.0,165.0,58.0,359.0,,,First Line,56,1051.3666666667,6,9,15,5.78,36.36,39.29,29,1977-12-17,SWE,SWE,72,202,1996,7,176,8465192,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'ANA']"
2007-2008,Scott Gomez,NYR,F,,,,,,,278.0,90.0,55.0,63.0,305.0,44.0,38.0,,,First Line,81,1611.3666666667,16,54,70,23.11,57.50,54.66,27,1979-12-23,USA,USA,71,200,1998,1,27,8467351,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'NYR']"
2007-2008,Scott Hartnell,PHI,F,,,,,,,285.0,252.0,155.0,214.0,163.0,44.0,363.0,,,Second Line,80,1294.45,24,19,43,16.35,47.95,44.86,25,1982-04-18,CAN,CAN,74,215,2000,1,6,8468486,L,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'PHI']"
2007-2008,Scott Nichol,NSH,F,,,,,,,238.0,309.0,349.0,167.0,109.0,31.0,354.0,,,Fourth Line,73,968.43333333333,10,8,18,8.83,54.90,50.97,32,1974-12-31,CAN,CAN,68,179,1993,11,272,8459687,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'NSH']"
2007-2008,Scott Thornton,LAK,F,,,,,,,138.0,238.0,343.0,275.0,108.0,19.0,220.0,,,Fringe,47,413.43333333333,5,3,8,3.91,48.28,42.06,36,1971-01-09,CAN,CAN,75,220,1989,1,3,8451972,L,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'LAK']"
2007-2008,Scott Walker,CAR,F,,,,,,,172.0,108.0,184.0,161.0,96.0,71.0,253.0,,,Second Line,58,963.78333333333,14,18,32,12.86,48.08,55.97,34,1973-07-19,CAN,CAN,70,196,1993,5,124,8459547,R,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'CAR']"
2007-2008,Scottie Upshall,PHI,F,,,,,,,162.0,38.0,166.0,115.0,87.0,53.0,349.0,,,Fourth Line,61,813.56666666667,14,16,30,13.43,50.94,55.99,23,1983-10-07,CAN,CAN,72,200,2002,1,6,8470105,R,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'PHI']"
2007-2008,Sean Avery,NYR,F,,,,,,,49.0,11.0,57.0,54.0,46.0,30.0,17.0,,,Second Line,57,902.96666666667,15,18,33,16.25,58.73,53.05,27,1980-04-10,CAN,CAN,70,195,-,-,-,8468224,L,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'NYR']"
2007-2008,Sean Bergenheim,NYI,F,,,,,,,184.0,8.0,284.0,342.0,56.0,53.0,105.0,,,Fourth Line,78,877.63333333333,10,12,22,15.16,50.00,53.59,23,1984-02-08,FIN,FIN,71,201,2002,1,22,8470176,L,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'NYI']"
2007-2008,Sergei Brylin,NJD,F,,,,,,,316.0,391.0,364.0,226.0,239.0,65.0,24.0,,,Third Line,82,1110.6833333333,6,10,16,5.57,44.23,48.48,33,1974-01-13,RUS,RUS,70,190,1992,2,42,8458978,L,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'NJD']"
2007-2008,Sergei Fedorov,WSH,F,,,,,,,354.0,354.0,72.0,293.0,313.0,62.0,238.0,,,Second Line,68,1201.8333333333,11,30,41,11.95,47.83,53.34,37,1969-12-13,RUS,RUS,74,207,1989,4,74,8446788,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'WSH']"
2007-2008,Sergei Kostitsyn,MTL,F,,,,,,,276.0,401.0,34.0,234.0,176.0,6.0,246.0,,,Third Line,52,747.31666666667,9,18,27,5.27,56.60,46.12,20,1987-03-20,BLR,BLR,72,196,2005,7,200,8471859,L,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'MTL']"
2007-2008,Sergei Samsonov,CAR,F,,,,,,,116.0,143.0,131.0,242.0,387.0,49.0,297.0,,,Second Line,61,969.58333333333,14,22,36,11.85,50.00,48.55,28,1978-10-27,RUS,RUS,68,188,1997,1,8,8466035,L,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'CAR']"
2007-2008,Shane Doan,PHX,F,,,,,,,140.0,132.0,75.0,31.0,137.0,49.0,167.0,,,First Line,80,1660.6666666667,28,50,78,26.4,49.49,49.87,30,1976-10-10,CAN,CAN,73,223,1995,1,7,8462038,R,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'PHX']"
2007-2008,Shawn Horcoff,EDM,F,,,,,,,25.0,183.0,107.0,259.0,406.0,34.0,339.0,,,First Line,53,1177.7666666667,21,29,50,13.0,52.24,45.74,28,1978-09-17,CAN,CAN,73,210,1998,4,99,8467423,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'EDM']"
2007-2008,Shawn Thornton,BOS,F,,,,,,,233.0,210.0,390.0,182.0,57.0,60.0,35.0,,,Fringe,58,429.13333333333,4,3,7,4.18,41.18,43.84,30,1977-07-23,CAN,CAN,74,217,1997,7,190,8465978,L,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'BOS']"
2007-2008,Shean Donovan,OTT,F,,,,,,,315.0,176.0,327.0,260.0,156.0,61.0,125.0,,,Fourth Line,82,785.43333333333,5,7,12,8.21,46.00,49.3,32,1975-01-22,CAN,CAN,75,218,1993,2,28,8459450,R,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'OTT']"
2007-2008,Sidney Crosby,PIT,F,,,,,,,6.0,2.0,1.0,1.0,237.0,11.0,307.0,,,First Line,53,1104.8833333333,24,48,72,20.85,61.97,57.65,20,1987-08-07,CAN,CAN,71,200,2005,1,1,8471675,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'PIT']"
2007-2008,Simon Gagne,PHI,F,,,,,,,380.0,262.0,47.0,22.0,375.0,61.0,6.0,,,First Line,25,453.63333333333,7,11,18,6.84,39.29,42.72,27,1980-02-29,CAN,CAN,73,195,1998,1,22,8467346,L,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'PHI']"
2007-2008,Stephane Veilleux,MIN,F,,,,,,,194.0,251.0,371.0,271.0,127.0,70.0,398.0,,,Third Line,77,1117.6833333333,11,7,18,10.15,37.04,45.7,25,1981-11-16,CAN,CAN,73,200,2001,3,93,8469542,L,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'MIN']"
2007-2008,Stephane Yelle,CGY,F,,,,,,,387.0,357.0,260.0,86.0,82.0,59.0,267.0,,,Fourth Line,74,884.66666666667,3,9,12,5.9,42.42,51.79,33,1974-05-09,CAN,CAN,74,182,1992,8,186,8459122,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'CGY']"
2007-2008,Stephen Weiss,FLA,F,,,,,,,271.0,348.0,135.0,209.0,353.0,21.0,242.0,,,Second Line,74,1301.4333333333,13,29,42,13.3,58.97,49.89,24,1983-04-03,CAN,CAN,71,190,2001,1,4,8469457,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'FLA']"
2007-2008,Steve Begin,MTL,F,,,,,,,293.0,187.0,193.0,171.0,7.0,44.0,387.0,,,Fourth Line,44,512.2,3,5,8,5.29,50.00,43.49,29,1978-06-14,CAN,CAN,72,192,1996,2,40,8464994,L,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'MTL']"
2007-2008,Steve Bernier,BUF,F,,,,,,,84.0,99.0,231.0,65.0,32.0,56.0,185.0,,,Fourth Line,76,1013.7,16,16,32,15.16,52.17,56.38,22,1985-03-31,CAN,CAN,75,222,2003,1,16,8470609,R,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'BUF']"
2007-2008,Steve Downie,PHI,F,,,,,,,48.0,367.0,82.0,354.0,126.0,52.0,368.0,,,Fourth Line,32,315.18333333333,6,6,12,2.46,50.00,49.27,20,1987-04-03,CAN,CAN,71,191,2005,1,29,8471703,R,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'PHI']"
2007-2008,Steve Ott,DAL,F,,,,,,,268.0,326.0,323.0,34.0,24.0,50.0,388.0,,,Third Line,73,1055.9333333333,11,11,22,10.58,47.17,47.03,25,1982-08-19,CAN,CAN,72,193,2000,1,25,8468505,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'DAL']"
2007-2008,Steve Reinprecht,PHX,F,,,,,,,206.0,302.0,78.0,101.0,325.0,40.0,127.0,,,Second Line,81,1271.75,16,30,46,12.74,52.00,51.36,31,1976-05-07,CAN,CAN,72,188,-,-,-,8468432,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'PHX']"
2007-2008,Stu Barnes,DAL,F,,,,,,,144.0,362.0,395.0,136.0,394.0,53.0,366.0,,,Third Line,79,1076.4333333333,12,11,23,6.56,43.40,44.51,36,1970-12-25,CAN,CAN,71,182,1989,1,4,8455521,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'DAL']"
2007-2008,T.J. Hensick,COL,F,,,,,,,317.0,263.0,298.0,93.0,391.0,57.0,202.0,,,Fourth Line,31,371.5,6,5,11,4.5,44.44,49.34,21,1985-12-10,USA,USA,70,190,2005,3,88,8471753,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'COL']"
2007-2008,Taylor Pyatt,VAN,F,,,,,,,248.0,153.0,81.0,335.0,180.0,13.0,228.0,,,Second Line,79,1246.9666666667,16,21,37,17.56,60.61,50.22,26,1981-08-19,CAN,CAN,76,230,1999,1,8,8467881,L,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'VAN']"
2007-2008,Teemu Selanne,ANA,F,,,,,,,72.0,89.0,106.0,9.0,357.0,1.0,19.0,,,First Line,26,471.11666666667,12,11,23,10.44,71.43,50.08,37,1970-07-03,FIN,FIN,72,209,1988,1,10,8457981,R,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'ANA']"
2007-2008,Thomas Vanek,BUF,F,,,,,,,103.0,14.0,95.0,122.0,291.0,60.0,59.0,,,Second Line,82,1381.95,36,28,64,31.29,50.00,54.33,23,1984-01-19,AUT,AUT,74,214,2003,1,5,8470598,L,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'BUF']"
2007-2008,Tim Connolly,BUF,F,,,,,,,345.0,327.0,13.0,23.0,348.0,33.0,240.0,,,First Line,48,896.45,7,33,40,8.45,56.86,46.34,26,1981-05-07,USA,USA,73,190,1999,1,5,8467878,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'BUF']"
2007-2008,Todd Bertuzzi,ANA,F,,,,,,,193.0,256.0,61.0,252.0,243.0,24.0,12.0,,,Second Line,68,1118.9,14,26,40,11.96,56.06,49.72,32,1975-02-02,CAN,CAN,75,229,1993,1,23,8459444,R,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'ANA']"
2007-2008,Todd Fedoruk,MIN,F,,,,,,,318.0,400.0,350.0,377.0,131.0,27.0,221.0,,,Fourth Line,69,711.53333333333,6,7,13,5.42,50.00,42.68,28,1979-02-13,CAN,CAN,74,232,1997,7,164,8466292,L,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'MIN']"
2007-2008,Todd Marchant,ANA,F,,,,,,,153.0,284.0,399.0,317.0,177.0,49.0,256.0,,,Third Line,75,1111.7833333333,9,7,16,8.09,47.62,45.67,34,1973-08-12,USA,USA,70,180,1993,7,164,8459587,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'ANA']"
2007-2008,Todd White,ATL,F,,,,,,,319.0,353.0,133.0,270.0,365.0,35.0,174.0,,,First Line,74,1363.5166666667,14,23,37,12.01,40.00,40.66,32,1975-05-21,CAN,CAN,70,198,-,-,-,8466392,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'ATL']"
2007-2008,Tom Kostopoulos,MTL,F,,,,,,,365.0,156.0,306.0,373.0,23.0,72.0,308.0,,,Fourth Line,67,755.13333333333,7,6,13,8.49,40.48,46.91,28,1979-01-24,CAN,CAN,72,197,1999,7,204,8466398,R,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'MTL']"
2007-2008,Tomas Fleischmann,WSH,F,,,,,,,219.0,142.0,218.0,255.0,339.0,78.0,28.0,,,Fourth Line,75,946.66666666667,10,20,30,11.84,44.44,56.31,23,1984-05-16,CZE,CZE,73,192,2002,2,63,8470039,L,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'WSH']"
2007-2008,Tomas Holmstrom,DET,F,,,,,,,154.0,85.0,210.0,242.0,203.0,52.0,82.0,,,Second Line,59,1035.1333333333,20,20,40,18.77,61.54,63.17,34,1973-01-23,SWE,SWE,72,200,1994,10,257,8460743,L,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'DET']"
2007-2008,Tomas Kopecky,DET,F,,,,,,,303.0,211.0,285.0,155.0,47.0,51.0,4.0,,,Fourth Line,77,740.11666666667,5,7,12,7.71,52.50,51.29,25,1982-02-05,SVK,SVK,75,210,2000,2,38,8468518,R,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'DET']"
2007-2008,Tomas Plekanec,MTL,F,,,,,,,121.0,162.0,37.0,169.0,355.0,19.0,197.0,,,First Line,81,1463.5333333333,29,40,69,19.8,56.79,49.46,24,1982-10-31,CZE,CZE,71,190,2001,3,71,8469521,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'MTL']"
2007-2008,Torrey Mitchell,SJS,F,,,,,,,277.0,295.0,312.0,272.0,114.0,58.0,161.0,,,Third Line,82,1173.6333333333,10,10,20,10.18,46.94,47.41,22,1985-01-30,CAN,CAN,71,186,2004,4,126,8471338,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'SJS']"
2007-2008,Travis Moen,ANA,F,,,,,,,398.0,328.0,382.0,74.0,72.0,66.0,375.0,,,Second Line,77,1218.2833333333,3,5,8,9.28,32.35,40.93,25,1982-04-06,CAN,CAN,74,215,2000,5,155,8468635,L,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'ANA']"
2007-2008,Travis Zajac,NJD,F,,,,,,,294.0,235.0,353.0,99.0,275.0,72.0,107.0,,,Second Line,82,1372.3833333333,14,20,34,16.6,42.86,53.99,22,1985-05-13,CAN,CAN,74,185,2004,1,20,8471233,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'NJD']"
2007-2008,Trent Hunter,NYI,F,,,,,,,310.0,47.0,176.0,230.0,50.0,72.0,334.0,,,First Line,82,1492.7833333333,12,29,41,21.97,41.33,51.69,27,1980-07-05,CAN,CAN,75,217,1998,6,150,8467466,R,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'NYI']"
2007-2008,Trevor Letowski,CAR,F,,,,,,,92.0,299.0,291.0,266.0,273.0,81.0,196.0,,,Fourth Line,75,770.23333333333,9,9,18,5.65,38.64,47.77,30,1977-04-05,CAN,CAN,70,180,1996,7,174,8465189,R,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'CAR']"
2007-2008,Trevor Linden,VAN,F,,,,,,,230.0,393.0,235.0,157.0,222.0,20.0,310.0,,,Fourth Line,59,666.58333333333,7,5,12,3.84,51.61,39.98,37,1970-04-11,CAN,CAN,76,220,1988,1,2,8448825,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'VAN']"
2007-2008,Tuomo Ruutu,CAR,F,,,,,,,322.0,325.0,41.0,149.0,52.0,34.0,172.0,,,Second Line,77,1223.9666666667,10,22,32,10.18,57.14,54.16,24,1983-02-16,FIN,FIN,72,200,2001,1,9,8469462,L,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'CAR']"
2007-2008,Tyler Arnason,COL,F,,,,,,,269.0,63.0,144.0,13.0,374.0,57.0,151.0,,,Third Line,70,1068.1666666667,10,21,31,15.71,51.67,55.23,28,1979-03-16,USA,USA,71,204,1998,7,183,8467483,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'COL']"
2007-2008,Tyler Kennedy,PIT,F,,,,,,,66.0,185.0,355.0,170.0,158.0,24.0,378.0,,,Fourth Line,55,671.91666666667,10,9,19,7.35,57.58,51.68,21,1986-07-15,CAN,CAN,71,185,2004,4,99,8471311,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'PIT']"
2007-2008,Valtteri Filppula,DET,F,,,,,,,133.0,349.0,297.0,68.0,262.0,37.0,45.0,,,Second Line,78,1323.15,19,17,36,12.95,61.90,54.02,23,1984-03-20,FIN,FIN,72,189,2002,3,95,8470047,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'DET']"
2007-2008,Vernon Fiddler,NSH,F,,,,,,,267.0,341.0,97.0,97.0,216.0,55.0,299.0,,,Third Line,79,1101.0166666667,11,21,32,9.19,44.78,47.2,27,1980-05-09,CAN,CAN,71,205,-,-,-,8469759,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'NSH']"
2007-2008,Viktor Kozlov,WSH,F,,,,,,,168.0,28.0,24.0,73.0,327.0,19.0,57.0,,,Second Line,81,1423.8,16,38,54,21.87,65.00,61.36,32,1975-02-14,RUS,RUS,76,232,1993,1,6,8459428,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'WSH']"
2007-2008,Ville Peltonen,FLA,F,,,,,,,334.0,272.0,89.0,191.0,259.0,49.0,176.0,,,Second Line,56,885.93333333333,5,15,20,9.18,46.15,46.49,34,1973-05-24,FIN,FIN,71,182,1993,3,58,8459479,L,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'FLA']"
2007-2008,Vincent Lecavalier,TBL,F,,,,,,,39.0,92.0,98.0,264.0,261.0,61.0,42.0,,,First Line,81,1859.0833333333,40,52,92,28.32,45.65,49.53,27,1980-04-21,CAN,CAN,76,215,1998,1,1,8467329,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'TBL']"
2007-2008,Vinny Prospal,PHI,F,,,,,,,46.0,150.0,52.0,273.0,236.0,41.0,83.0,,,First Line,80,1549.8333333333,33,38,71,21.57,52.50,51.61,32,1975-02-17,CZE,CZE,74,191,1993,3,71,8459492,L,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'PHI']"
2007-2008,Vladimir Sobotka,BOS,F,,,,,,,394.0,366.0,244.0,277.0,45.0,55.0,25.0,,,Fringe,48,424.0,1,6,7,2.69,50.00,57.32,20,1987-07-02,CZE,CZE,70,191,2005,4,106,8471743,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'BOS']"
2007-2008,Vyacheslav Kozlov,ATL,F,,,,,,,149.0,253.0,252.0,212.0,352.0,42.0,320.0,,,Second Line,82,1306.8666666667,17,24,41,14.99,47.76,48.42,35,1972-05-03,RUS,RUS,70,190,1990,3,45,8456887,L,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'ATL']"
2007-2008,Wayne Primeau,CGY,F,,,,,,,312.0,296.0,190.0,362.0,193.0,36.0,266.0,,,Fourth Line,43,474.85,3,7,10,3.9,44.83,45.0,31,1976-06-04,CAN,CAN,76,225,1994,1,17,8460507,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'CGY']"
2007-2008,Wojtek Wolski,COL,F,,,,,,,143.0,182.0,39.0,87.0,307.0,29.0,87.0,,,Second Line,77,1226.5166666667,18,30,48,15.19,57.14,53.72,21,1986-02-24,POL,CAN,75,215,2004,1,21,8471234,L,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'COL']"
2007-2008,Yanic Perreault,CHI,F,,,,,,,100.0,288.0,398.0,349.0,335.0,56.0,121.0,,,Fourth Line,53,609.75,9,5,14,6.02,45.00,46.28,36,1971-04-04,CAN,CAN,71,185,1991,3,47,8458561,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'CHI']"
2007-2008,Zach Parise,NJD,F,,,,,,,106.0,4.0,159.0,27.0,246.0,50.0,63.0,,,First Line,81,1462.75,32,33,65,32.46,54.43,56.38,23,1984-07-28,USA,USA,71,195,2003,1,17,8470610,L,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'NJD']"
2007-2008,Zack Stortini,EDM,F,,,,,,,337.0,320.0,173.0,345.0,30.0,19.0,288.0,,,Fringe,66,539.33333333333,3,9,12,4.28,53.85,51.06,21,1985-09-11,CAN,CAN,74,219,2003,3,94,8470687,R,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'EDM']"
