Season,Player,Team,Position,evo_rank,evd_rank,ppl_rank,pkl_rank,oio_rank,oid_rank,sht_rank,scr_rank,plm_rank,zon_rank,pen_rank,phy_rank,fof_rank,fan_rank,Role,GP,TOI,Goals,First Assists,Age,Date of Birth,Birth Country,Nationality,Height (in),Weight (lbs),Draft Year,Draft Round,Round Pick,Overall Draft Position,Player ID,Headshot URL,Team URL
2024-2025,Sam Colangelo,ANA,F,270.0,438.0,182.0,,341.0,439.0,304.0,31.0,377.0,359.0,190.0,80.0,,272.0,Fourth Line,32,399.56666666667,10,2,22,2001-12-26,USA,USA,74,205,-,-,-,-,,,https://assets.nhle.com/logos/nhl/svg/ANA_light.svg
2024-2025,Sam Lafferty,BUF,F,393.0,187.0,,,376.0,150.0,348.0,308.0,415.0,356.0,371.0,82.0,,398.0,Fourth Line,60,592.56666666667,4,1,29,1995-03-06,USA,USA,73,195,2014,4,23,113,8478043.0,https://assets.nhle.com/mugs/nhl/20242025/BUF/8478043.png,https://assets.nhle.com/logos/nhl/svg/BUF_light.svg
2024-2025,Sam Reinhart,FLA,F,64.0,14.0,7.0,86.0,57.0,3.0,129.0,66.0,94.0,118.0,165.0,238.0,123.0,18.0,First Line,79,1619.6833333333,39,24,28,1995-11-06,CAN,CAN,74,193,2014,1,2,2,8477933.0,https://assets.nhle.com/mugs/nhl/20242025/FLA/8477933.png,https://assets.nhle.com/logos/nhl/svg/FLA_light.svg
2024-2025,Sam Steel,DAL,F,323.0,81.0,,47.0,265.0,23.0,350.0,387.0,211.0,289.0,187.0,270.0,52.0,338.0,Third Line,79,1117.0833333333,6,9,26,1998-02-03,CAN,CAN,71,184,2016,1,30,30,8479351.0,https://assets.nhle.com/mugs/nhl/20242025/DAL/8479351.png,https://assets.nhle.com/logos/nhl/svg/DAL_light.svg
2024-2025,Samuel Helenius,LAK,F,420.0,131.0,,,389.0,22.0,422.0,350.0,431.0,97.0,422.0,10.0,142.0,433.0,Fringe,50,432.71666666667,4,1,21,2002-11-26,USA,,78,201,2021,2,27,59,8482726.0,https://assets.nhle.com/mugs/nhl/20242025/LAK/8482726.png,https://assets.nhle.com/logos/nhl/svg/LAK_light.svg
2024-2025,Scott Laughton,TOR,F,263.0,298.0,,87.0,326.0,317.0,143.0,326.0,195.0,298.0,383.0,85.0,90.0,204.0,Third Line,80,1168.0333333333,13,12,30,1994-05-30,CAN,CAN,73,190,2012,1,20,20,8476872.0,https://assets.nhle.com/mugs/nhl/20242025/TOR/8476872.png,https://assets.nhle.com/logos/nhl/svg/TOR_light.svg
2024-2025,Sean Couturier,PHI,F,174.0,272.0,231.0,,106.0,269.0,168.0,327.0,174.0,217.0,306.0,307.0,24.0,155.0,Second Line,79,1366.2,15,19,31,1992-12-07,USA,CAN,75,211,2011,1,8,8,8476461.0,https://assets.nhle.com/mugs/nhl/20242025/PHI/8476461.png,https://assets.nhle.com/logos/nhl/svg/PHI_light.svg
2024-2025,Sean Kuraly,CBJ,F,276.0,288.0,,89.0,273.0,347.0,210.0,336.0,190.0,407.0,409.0,63.0,59.0,344.0,Fourth Line,82,964.65,6,9,31,1993-01-20,USA,USA,74,213,2011,5,12,133,8476374.0,https://assets.nhle.com/mugs/nhl/20242025/CBJ/8476374.png,https://assets.nhle.com/logos/nhl/svg/CBJ_light.svg
2024-2025,Sean Monahan,CBJ,F,24.0,300.0,91.0,116.0,41.0,283.0,179.0,92.0,6.0,245.0,321.0,373.0,37.0,60.0,First Line,54,1026.8,19,24,29,1994-10-12,CAN,CAN,74,196,2013,1,6,6,8477497.0,https://assets.nhle.com/mugs/nhl/20242025/CBJ/8477497.png,https://assets.nhle.com/logos/nhl/svg/CBJ_light.svg
2024-2025,Sebastian Aho,CAR,F,34.0,248.0,51.0,5.0,8.0,70.0,119.0,113.0,53.0,20.0,201.0,326.0,47.0,33.0,First Line,79,1587.9166666667,29,33,27,1997-07-26,FIN,FIN,72,176,2015,2,5,35,8478427.0,https://assets.nhle.com/mugs/nhl/20242025/CAR/8478427.png,https://assets.nhle.com/logos/nhl/svg/CAR_light.svg
2024-2025,Seth Jarvis,CAR,F,50.0,40.0,76.0,20.0,22.0,12.0,112.0,98.0,76.0,61.0,23.0,212.0,,48.0,First Line,73,1412.9833333333,32,22,22,2002-02-01,CAN,CAN,70,175,2020,1,13,13,8482093.0,https://assets.nhle.com/mugs/nhl/20242025/CAR/8482093.png,https://assets.nhle.com/logos/nhl/svg/CAR_light.svg
2024-2025,Shane Pinto,OTT,F,204.0,74.0,141.0,110.0,122.0,166.0,221.0,200.0,226.0,379.0,196.0,245.0,83.0,124.0,Second Line,70,1228.9833333333,21,11,23,2000-11-12,USA,USA,75,201,2019,2,1,32,8481596.0,https://assets.nhle.com/mugs/nhl/20242025/OTT/8481596.png,https://assets.nhle.com/logos/nhl/svg/OTT_light.svg
2024-2025,Shane Wright,SEA,F,283.0,406.0,159.0,,328.0,408.0,418.0,178.0,207.0,241.0,178.0,297.0,183.0,208.0,Third Line,79,1111.3833333333,19,15,20,2004-01-05,CAN,CAN,72,192,2022,1,4,4,8483524.0,https://assets.nhle.com/mugs/nhl/20242025/SEA/8483524.png,https://assets.nhle.com/logos/nhl/svg/SEA_light.svg
2024-2025,Sidney Crosby,PIT,F,8.0,375.0,19.0,,6.0,378.0,73.0,69.0,8.0,12.0,121.0,288.0,5.0,17.0,First Line,80,1629.9666666667,33,33,37,1987-08-07,CAN,CAN,71,200,2005,1,1,1,8471675.0,https://assets.nhle.com/mugs/nhl/20242025/PIT/8471675.png,https://assets.nhle.com/logos/nhl/svg/PIT_light.svg
2024-2025,Simon Holmstrom,NYI,F,282.0,183.0,259.0,158.0,225.0,321.0,416.0,194.0,240.0,279.0,117.0,416.0,,224.0,Second Line,75,1264.8666666667,20,17,23,2001-05-24,SWE,SWE,74,205,2019,1,23,23,8481601.0,https://assets.nhle.com/mugs/nhl/20242025/NYI/8481601.png,https://assets.nhle.com/logos/nhl/svg/NYI_light.svg
2024-2025,Stefan Noesen,NJD,F,119.0,117.0,29.0,,64.0,36.0,184.0,235.0,74.0,180.0,355.0,125.0,,186.0,Second Line,78,1242.7833333333,22,15,31,1993-02-12,USA,USA,73,205,2011,1,21,21,8476474.0,https://assets.nhle.com/mugs/nhl/20242025/NJD/8476474.png,https://assets.nhle.com/logos/nhl/svg/NJD_light.svg
2024-2025,Steven Lorentz,TOR,F,377.0,4.0,,42.0,386.0,43.0,282.0,368.0,388.0,397.0,264.0,39.0,,394.0,Fourth Line,80,844.23333333333,8,5,28,1996-04-13,CAN,CAN,76,206,2015,7,5,186,8478904.0,https://assets.nhle.com/mugs/nhl/20242025/TOR/8478904.png,https://assets.nhle.com/logos/nhl/svg/TOR_light.svg
2024-2025,Steven Stamkos,NSH,F,182.0,333.0,24.0,,129.0,346.0,294.0,213.0,168.0,32.0,401.0,271.0,76.0,62.0,Second Line,82,1475.9833333333,27,18,34,1990-02-07,CAN,CAN,72,182,2008,1,1,1,8474564.0,https://assets.nhle.com/mugs/nhl/20242025/NSH/8474564.png,https://assets.nhle.com/logos/nhl/svg/NSH_light.svg
2024-2025,Tage Thompson,BUF,F,12.0,328.0,79.0,,81.0,329.0,14.0,1.0,103.0,88.0,163.0,261.0,176.0,23.0,First Line,76,1425.4833333333,44,18,26,1997-10-30,USA,USA,78,220,2016,1,26,26,8479420.0,https://assets.nhle.com/mugs/nhl/20242025/BUF/8479420.png,https://assets.nhle.com/logos/nhl/svg/BUF_light.svg
2024-2025,Tanner Jeannot,LAK,F,368.0,69.0,,,310.0,38.0,372.0,297.0,358.0,178.0,410.0,14.0,,383.0,Fourth Line,67,738.11666666667,7,2,27,1997-05-29,CAN,CAN,74,208,-,-,-,-,8479661.0,https://assets.nhle.com/mugs/nhl/20242025/LAK/8479661.png,https://assets.nhle.com/logos/nhl/svg/LAK_light.svg
2024-2025,Tanner Pearson,VGK,F,300.0,362.0,,,339.0,399.0,181.0,320.0,269.0,324.0,168.0,193.0,,302.0,Fourth Line,78,919.35,12,9,32,1992-08-10,CAN,CAN,73,201,2012,1,30,30,8476871.0,https://assets.nhle.com/mugs/nhl/20242025/VGK/8476871.png,https://assets.nhle.com/logos/nhl/svg/VGK_light.svg
2024-2025,Taylor Hall,CAR,F,184.0,405.0,148.0,,245.0,401.0,151.0,263.0,120.0,177.0,319.0,351.0,,176.0,Third Line,77,1168.3833333333,18,15,32,1991-11-14,CAN,CAN,73,210,2010,1,1,1,8475791.0,https://assets.nhle.com/mugs/nhl/20242025/CAR/8475791.png,https://assets.nhle.com/logos/nhl/svg/CAR_light.svg
2024-2025,Taylor Raddysh,WSH,F,320.0,274.0,,,201.0,263.0,285.0,365.0,352.0,393.0,289.0,236.0,,321.0,Fourth Line,80,988.86666666667,7,8,26,1998-02-18,CAN,CAN,75,198,2016,2,28,58,8479390.0,https://assets.nhle.com/mugs/nhl/20242025/WSH/8479390.png,https://assets.nhle.com/logos/nhl/svg/WSH_light.svg
2024-2025,Teddy Blueger,VAN,F,290.0,124.0,,102.0,276.0,128.0,325.0,394.0,108.0,374.0,363.0,164.0,46.0,305.0,Third Line,82,1174.0166666667,8,11,30,1994-08-15,LVA,LVA,72,185,2012,2,22,52,8476927.0,https://assets.nhle.com/mugs/nhl/20242025/VAN/8476927.png,https://assets.nhle.com/logos/nhl/svg/VAN_light.svg
2024-2025,Teuvo Teravainen,CHI,F,279.0,255.0,95.0,16.0,243.0,98.0,346.0,348.0,148.0,229.0,332.0,418.0,,143.0,Second Line,82,1399.3833333333,15,25,29,1994-09-11,FIN,FIN,71,191,2012,1,18,18,8476882.0,https://assets.nhle.com/mugs/nhl/20242025/CHI/8476882.png,https://assets.nhle.com/logos/nhl/svg/CHI_light.svg
2024-2025,Tim Stützle,OTT,F,143.0,156.0,163.0,,62.0,140.0,254.0,202.0,135.0,26.0,5.0,183.0,122.0,54.0,First Line,82,1624.6666666667,24,27,22,2002-01-15,DEU,DEU,72,193,2020,1,3,3,8482116.0,https://assets.nhle.com/mugs/nhl/20242025/OTT/8482116.png,https://assets.nhle.com/logos/nhl/svg/OTT_light.svg
2024-2025,Timo Meier,NJD,F,43.0,196.0,42.0,,51.0,218.0,10.0,65.0,132.0,271.0,256.0,159.0,,56.0,Second Line,80,1428.7666666667,26,14,27,1996-10-08,CHE,CHE,73,220,2015,1,9,9,8478414.0,https://assets.nhle.com/mugs/nhl/20242025/NJD/8478414.png,https://assets.nhle.com/logos/nhl/svg/NJD_light.svg
2024-2025,Tom Wilson,WSH,F,173.0,243.0,83.0,41.0,108.0,238.0,191.0,176.0,264.0,107.0,350.0,59.0,,87.0,First Line,81,1516.8666666667,33,21,30,1994-03-29,CAN,CAN,76,220,2012,1,16,16,8476880.0,https://assets.nhle.com/mugs/nhl/20242025/WSH/8476880.png,https://assets.nhle.com/logos/nhl/svg/WSH_light.svg
2024-2025,Tomas Hertl,VGK,F,98.0,102.0,27.0,,75.0,257.0,159.0,177.0,60.0,190.0,249.0,204.0,28.0,64.0,Second Line,73,1249.5166666667,32,16,30,1993-11-12,CZE,CZE,75,215,2012,1,17,17,8476881.0,https://assets.nhle.com/mugs/nhl/20242025/VGK/8476881.png,https://assets.nhle.com/logos/nhl/svg/VGK_light.svg
2024-2025,Tomas Nosek,FLA,F,327.0,51.0,,26.0,210.0,58.0,316.0,427.0,151.0,305.0,253.0,131.0,41.0,408.0,Fourth Line,59,579.2,1,6,32,1992-09-01,CZE,CZE,75,205,-,-,-,-,8477931.0,https://assets.nhle.com/mugs/nhl/20242025/FLA/8477931.png,https://assets.nhle.com/logos/nhl/svg/FLA_light.svg
2024-2025,Tomas Tatar,NJD,F,347.0,104.0,245.0,,251.0,30.0,386.0,290.0,402.0,246.0,296.0,268.0,,371.0,Fourth Line,74,821.61666666667,7,4,33,1990-12-01,SVK,SVK,70,173,2009,2,30,60,8475193.0,https://assets.nhle.com/mugs/nhl/20242025/NJD/8475193.png,https://assets.nhle.com/logos/nhl/svg/NJD_light.svg
2024-2025,Tommy Novak,PIT,F,69.0,166.0,93.0,,25.0,142.0,175.0,50.0,176.0,40.0,72.0,438.0,168.0,180.0,Fourth Line,54,714.48333333333,13,7,27,1997-04-28,USA,USA,73,179,2015,3,24,85,8478438.0,https://assets.nhle.com/mugs/nhl/20242025/PIT/8478438.png,https://assets.nhle.com/logos/nhl/svg/PIT_light.svg
2024-2025,Travis Konecny,PHI,F,78.0,359.0,170.0,65.0,89.0,299.0,120.0,208.0,25.0,72.0,218.0,272.0,,47.0,First Line,82,1689.4333333333,24,35,27,1997-03-11,CAN,CAN,70,175,2015,1,24,24,8478439.0,https://assets.nhle.com/mugs/nhl/20242025/PHI/8478439.png,https://assets.nhle.com/logos/nhl/svg/PHI_light.svg
2024-2025,Trent Frederic,EDM,F,228.0,223.0,227.0,,236.0,234.0,204.0,146.0,204.0,291.0,380.0,58.0,134.0,281.0,Third Line,58,795.85,8,4,26,1998-02-11,USA,USA,75,214,2016,1,29,29,8479365.0,https://assets.nhle.com/mugs/nhl/20242025/EDM/8479365.png,https://assets.nhle.com/logos/nhl/svg/EDM_light.svg
2024-2025,Trevor Lewis,LAK,F,361.0,19.0,,,369.0,37.0,154.0,347.0,407.0,136.0,420.0,98.0,125.0,362.0,Fourth Line,60,613.3,6,2,37,1987-01-08,USA,USA,73,201,2006,1,17,17,8473453.0,https://assets.nhle.com/mugs/nhl/20242025/LAK/8473453.png,https://assets.nhle.com/logos/nhl/svg/LAK_light.svg
2024-2025,Trevor Moore,LAK,F,66.0,109.0,143.0,62.0,67.0,73.0,44.0,89.0,146.0,276.0,134.0,235.0,,115.0,Second Line,71,1198.2666666667,18,9,29,1995-03-31,USA,USA,70,195,-,-,-,-,8479675.0,https://assets.nhle.com/mugs/nhl/20242025/LAK/8479675.png,https://assets.nhle.com/logos/nhl/svg/LAK_light.svg
2024-2025,Trevor Zegras,ANA,F,185.0,409.0,212.0,,230.0,404.0,232.0,250.0,95.0,176.0,365.0,309.0,156.0,157.0,Second Line,57,971.23333333333,12,13,23,2001-03-20,USA,USA,72,185,2019,1,9,9,8481533.0,https://assets.nhle.com/mugs/nhl/20242025/ANA/8481533.png,https://assets.nhle.com/logos/nhl/svg/ANA_light.svg
2024-2025,Troy Terry,ANA,F,164.0,400.0,161.0,,149.0,392.0,173.0,183.0,193.0,205.0,6.0,437.0,,99.0,First Line,77,1451.3833333333,21,16,26,1997-09-10,USA,USA,72,185,2015,5,27,148,8478873.0,https://assets.nhle.com/mugs/nhl/20242025/ANA/8478873.png,https://assets.nhle.com/logos/nhl/svg/ANA_light.svg
2024-2025,Ty Dellandrea,SJS,F,403.0,276.0,,157.0,358.0,342.0,374.0,426.0,387.0,352.0,423.0,66.0,107.0,399.0,Fourth Line,68,802.7,1,3,24,2000-07-21,CAN,CAN,73,195,2018,1,13,13,8480848.0,https://assets.nhle.com/mugs/nhl/20242025/SJS/8480848.png,https://assets.nhle.com/logos/nhl/svg/SJS_light.svg
2024-2025,Tye Kartye,SEA,F,339.0,168.0,,,322.0,191.0,233.0,284.0,413.0,200.0,97.0,24.0,,384.0,Fourth Line,63,609.9,6,3,23,2001-04-30,CAN,CAN,71,202,-,-,-,-,8481789.0,https://assets.nhle.com/mugs/nhl/20242025/SEA/8481789.png,https://assets.nhle.com/logos/nhl/svg/SEA_light.svg
2024-2025,Tyler Bertuzzi,CHI,F,248.0,346.0,137.0,,237.0,357.0,253.0,207.0,283.0,204.0,174.0,257.0,,161.0,Second Line,82,1312.2333333333,23,15,29,1995-02-24,CAN,CAN,73,186,2013,2,28,58,8477479.0,https://assets.nhle.com/mugs/nhl/20242025/CHI/8477479.png,https://assets.nhle.com/logos/nhl/svg/CHI_light.svg
2024-2025,Tyler Motte,DET,F,358.0,33.0,,44.0,383.0,139.0,134.0,343.0,355.0,256.0,28.0,124.0,,352.0,Fourth Line,55,622.28333333333,4,4,29,1995-03-10,USA,USA,70,192,2013,4,30,121,8477353.0,https://assets.nhle.com/mugs/nhl/20242025/DET/8477353.png,https://assets.nhle.com/logos/nhl/svg/DET_light.svg
2024-2025,Tyler Toffoli,SJS,F,30.0,347.0,94.0,,101.0,326.0,16.0,19.0,99.0,135.0,56.0,293.0,,75.0,Second Line,78,1320.5,30,13,32,1992-04-24,CAN,CAN,72,203,2010,2,17,47,8475726.0,https://assets.nhle.com/mugs/nhl/20242025/SJS/8475726.png,https://assets.nhle.com/logos/nhl/svg/SJS_light.svg
2024-2025,Tyson Foerster,PHI,F,278.0,58.0,216.0,97.0,290.0,104.0,240.0,127.0,350.0,358.0,148.0,233.0,,165.0,Second Line,81,1365.8666666667,25,9,22,2002-01-18,CAN,CAN,74,194,2020,1,23,23,8482159.0,https://assets.nhle.com/mugs/nhl/20242025/PHI/8482159.png,https://assets.nhle.com/logos/nhl/svg/PHI_light.svg
2024-2025,Tyson Jost,CAR,F,255.0,29.0,,,111.0,107.0,170.0,281.0,365.0,65.0,239.0,156.0,138.0,380.0,Fourth Line,39,404.53333333333,4,1,26,1998-03-14,CAN,CAN,71,187,2016,1,10,10,8479370.0,https://assets.nhle.com/mugs/nhl/20242025/CAR/8479370.png,https://assets.nhle.com/logos/nhl/svg/CAR_light.svg
2024-2025,Valeri Nichushkin,COL,F,59.0,314.0,107.0,76.0,40.0,207.0,64.0,74.0,122.0,55.0,224.0,209.0,,42.0,First Line,43,848.81666666667,21,6,29,1995-03-04,RUS,RUS,76,210,2013,1,10,10,8477501.0,https://assets.nhle.com/mugs/nhl/20242025/COL/8477501.png,https://assets.nhle.com/logos/nhl/svg/COL_light.svg
2024-2025,Vasily Podkolzin,EDM,F,259.0,89.0,,,109.0,56.0,226.0,328.0,368.0,235.0,292.0,69.0,,320.0,Fourth Line,82,1083.6833333333,8,6,23,2001-06-24,RUS,RUS,73,190,2019,1,10,10,8481617.0,https://assets.nhle.com/mugs/nhl/20242025/EDM/8481617.png,https://assets.nhle.com/logos/nhl/svg/EDM_light.svg
2024-2025,Victor Olofsson,VGK,F,188.0,78.0,112.0,,255.0,41.0,153.0,184.0,166.0,220.0,235.0,367.0,,212.0,Third Line,56,811.86666666667,15,10,29,1995-07-18,SWE,SWE,71,181,2014,7,1,181,8478109.0,https://assets.nhle.com/mugs/nhl/20242025/VGK/8478109.png,https://assets.nhle.com/logos/nhl/svg/VGK_light.svg
2024-2025,Viktor Arvidsson,EDM,F,115.0,411.0,246.0,,82.0,237.0,35.0,154.0,250.0,168.0,387.0,376.0,,206.0,Third Line,67,1004.7666666667,15,9,31,1993-04-08,SWE,SWE,70,185,2014,4,22,112,8478042.0,https://assets.nhle.com/mugs/nhl/20242025/EDM/8478042.png,https://assets.nhle.com/logos/nhl/svg/EDM_light.svg
2024-2025,Vincent Trocheck,NYR,F,94.0,214.0,55.0,57.0,60.0,294.0,180.0,240.0,56.0,126.0,172.0,107.0,6.0,58.0,First Line,82,1730.1166666667,26,17,31,1993-07-11,USA,USA,71,184,2011,3,3,64,8476389.0,https://assets.nhle.com/mugs/nhl/20242025/NYR/8476389.png,https://assets.nhle.com/logos/nhl/svg/NYR_light.svg
2024-2025,Vinni Lettieri,BOS,F,309.0,54.0,222.0,,384.0,303.0,118.0,234.0,255.0,347.0,314.0,91.0,,328.0,Third Line,26,351.46666666667,3,2,29,1995-02-06,USA,USA,70,184,-,-,-,-,,,https://assets.nhle.com/logos/nhl/svg/BOS_light.svg
2024-2025,Vinnie Hinostroza,MIN,F,412.0,397.0,72.0,,268.0,233.0,396.0,423.0,427.0,263.0,259.0,210.0,,366.0,Fourth Line,38,494.63333333333,5,1,30,1994-04-03,USA,USA,70,183,2012,6,18,169,8476994.0,https://assets.nhle.com/mugs/nhl/20242025/MIN/8476994.png,https://assets.nhle.com/logos/nhl/svg/MIN_light.svg
2024-2025,Vladimir Tarasenko,DET,F,220.0,372.0,144.0,,254.0,365.0,225.0,192.0,157.0,123.0,114.0,253.0,,171.0,Third Line,80,1182.4666666667,11,12,32,1991-12-13,RUS,RUS,73,228,2010,1,16,16,8475765.0,https://assets.nhle.com/mugs/nhl/20242025/DET/8475765.png,https://assets.nhle.com/logos/nhl/svg/DET_light.svg
2024-2025,Vladislav Namestnikov,WPG,F,291.0,46.0,224.0,,146.0,53.0,362.0,341.0,266.0,15.0,223.0,192.0,177.0,246.0,Third Line,78,1177.2666666667,11,9,31,1992-11-22,RUS,RUS,72,179,2011,1,27,27,8476480.0,https://assets.nhle.com/mugs/nhl/20242025/WPG/8476480.png,https://assets.nhle.com/logos/nhl/svg/WPG_light.svg
2024-2025,Warren Foegele,LAK,F,19.0,94.0,165.0,1.0,53.0,51.0,17.0,12.0,61.0,169.0,171.0,229.0,,134.0,Second Line,82,1325.85,24,10,28,1996-04-01,CAN,CAN,74,198,2014,3,7,67,8477998.0,https://assets.nhle.com/mugs/nhl/20242025/LAK/8477998.png,https://assets.nhle.com/logos/nhl/svg/LAK_light.svg
2024-2025,Will Cuylle,NYR,F,189.0,303.0,230.0,22.0,291.0,289.0,115.0,97.0,246.0,92.0,359.0,27.0,,222.0,Third Line,82,1236.35,20,13,22,2002-02-05,CAN,CAN,75,211,2020,2,29,60,8482157.0,https://assets.nhle.com/mugs/nhl/20242025/NYR/8482157.png,https://assets.nhle.com/logos/nhl/svg/NYR_light.svg
2024-2025,Will Smith,SJS,F,175.0,439.0,218.0,,281.0,422.0,277.0,231.0,33.0,247.0,294.0,432.0,,199.0,Second Line,74,1173.1,18,20,19,2005-03-17,USA,,72,181,2023,1,4,4,8484227.0,https://assets.nhle.com/mugs/nhl/20242025/SJS/8484227.png,https://assets.nhle.com/logos/nhl/svg/SJS_light.svg
2024-2025,William Carrier,CAR,F,106.0,41.0,,,13.0,32.0,117.0,211.0,141.0,163.0,228.0,30.0,,340.0,Fourth Line,43,504.48333333333,4,4,29,1994-12-20,CAN,CAN,74,218,2013,2,27,57,8477478.0,https://assets.nhle.com/mugs/nhl/20242025/CAR/8477478.png,https://assets.nhle.com/logos/nhl/svg/CAR_light.svg
2024-2025,William Eklund,SJS,F,288.0,388.0,145.0,99.0,260.0,393.0,355.0,378.0,119.0,345.0,41.0,359.0,,125.0,First Line,77,1505.6,17,28,21,2002-10-12,SWE,SWE,71,181,2021,1,7,7,8482667.0,https://assets.nhle.com/mugs/nhl/20242025/SJS/8482667.png,https://assets.nhle.com/logos/nhl/svg/SJS_light.svg
2024-2025,William Karlsson,VGK,F,71.0,59.0,96.0,73.0,104.0,27.0,51.0,144.0,82.0,242.0,38.0,397.0,7.0,104.0,Second Line,53,901.75,9,14,31,1993-01-08,SWE,SWE,72,190,2011,2,23,53,8476448.0,https://assets.nhle.com/mugs/nhl/20242025/VGK/8476448.png,https://assets.nhle.com/logos/nhl/svg/VGK_light.svg
2024-2025,William Nylander,TOR,F,23.0,344.0,17.0,,73.0,336.0,30.0,16.0,71.0,94.0,126.0,427.0,,12.0,First Line,82,1599.7833333333,45,23,28,1996-05-01,CAN,SWE,72,204,2014,1,8,8,8477939.0,https://assets.nhle.com/mugs/nhl/20242025/TOR/8477939.png,https://assets.nhle.com/logos/nhl/svg/TOR_light.svg
2024-2025,Wyatt Johnston,DAL,F,32.0,217.0,41.0,79.0,84.0,266.0,84.0,21.0,43.0,237.0,166.0,364.0,80.0,69.0,First Line,82,1551.9166666667,33,25,21,2003-05-14,CAN,CAN,73,185,2021,1,23,23,8482740.0,https://assets.nhle.com/mugs/nhl/20242025/DAL/8482740.png,https://assets.nhle.com/logos/nhl/svg/DAL_light.svg
2024-2025,Yakov Trenin,MIN,F,351.0,260.0,,85.0,317.0,176.0,207.0,315.0,420.0,383.0,311.0,36.0,,357.0,Fourth Line,76,951.25,7,5,27,1997-01-13,RUS,RUS,74,201,2015,2,25,55,8478508.0,https://assets.nhle.com/mugs/nhl/20242025/MIN/8478508.png,https://assets.nhle.com/logos/nhl/svg/MIN_light.svg
2024-2025,Yanni Gourde,TBL,F,205.0,96.0,,54.0,140.0,118.0,266.0,351.0,88.0,294.0,351.0,136.0,98.0,207.0,Second Line,57,914.7,7,11,32,1991-12-15,CAN,CAN,69,174,-,-,-,-,8476826.0,https://assets.nhle.com/mugs/nhl/20242025/TBL/8476826.png,https://assets.nhle.com/logos/nhl/svg/TBL_light.svg
2024-2025,Yegor Chinakhov,CBJ,F,96.0,280.0,153.0,,100.0,300.0,61.0,82.0,159.0,112.0,62.0,180.0,,159.0,Second Line,30,471.66666666667,7,5,23,2001-02-01,RUS,RUS,73,204,2020,1,21,21,8482475.0,https://assets.nhle.com/mugs/nhl/20242025/CBJ/8482475.png,https://assets.nhle.com/logos/nhl/svg/CBJ_light.svg
2024-2025,Yegor Sharangovich,CGY,F,225.0,222.0,142.0,,194.0,177.0,219.0,180.0,239.0,114.0,188.0,434.0,141.0,163.0,Second Line,73,1216.05,17,10,26,1998-06-06,BLR,BLR,74,196,2018,5,17,141,8481068.0,https://assets.nhle.com/mugs/nhl/20242025/CGY/8481068.png,https://assets.nhle.com/logos/nhl/svg/CGY_light.svg
2024-2025,Zach Aston-Reese,CBJ,F,359.0,338.0,,165.0,321.0,388.0,323.0,373.0,320.0,360.0,233.0,84.0,,359.0,Fourth Line,79,1062.1333333333,6,6,30,1994-08-10,USA,USA,73,205,-,-,-,-,,,https://assets.nhle.com/logos/nhl/svg/CBJ_light.svg
2024-2025,Zach Benson,BUF,F,191.0,132.0,223.0,3.0,175.0,138.0,314.0,312.0,83.0,195.0,297.0,353.0,,276.0,Third Line,75,1111.3833333333,10,14,19,2005-05-12,CAN,,69,163,2023,1,13,13,8484145.0,https://assets.nhle.com/mugs/nhl/20242025/BUF/8484145.png,https://assets.nhle.com/logos/nhl/svg/BUF_light.svg
2024-2025,Zach Hyman,EDM,F,6.0,137.0,57.0,,4.0,77.0,28.0,2.0,163.0,31.0,182.0,286.0,,50.0,First Line,73,1378.35,27,12,32,1992-06-09,CAN,CAN,73,211,2010,5,3,123,8475786.0,https://assets.nhle.com/mugs/nhl/20242025/EDM/8475786.png,https://assets.nhle.com/logos/nhl/svg/EDM_light.svg
2024-2025,Zachary L'Heureux,NSH,F,337.0,354.0,,,294.0,320.0,260.0,375.0,299.0,402.0,404.0,26.0,,379.0,Fourth Line,62,746.6,5,5,21,2003-05-15,CAN,,71,197,2021,1,27,27,8482742.0,https://assets.nhle.com/mugs/nhl/20242025/NSH/8482742.png,https://assets.nhle.com/logos/nhl/svg/NSH_light.svg
2024-2025,Zack Bolduc,STL,F,329.0,86.0,18.0,,382.0,55.0,201.0,95.0,405.0,122.0,323.0,189.0,,220.0,Fourth Line,72,922.05,19,7,21,2003-02-24,CAN,CAN,72,187,2021,1,17,17,8482737.0,https://assets.nhle.com/mugs/nhl/20242025/STL/8482737.png,https://assets.nhle.com/logos/nhl/svg/STL_light.svg
2024-2025,Zack Ostapchuk,OTT,F,439.0,174.0,,,426.0,195.0,437.0,437.0,439.0,146.0,320.0,52.0,117.0,439.0,Fourth Line,56,527.48333333333,1,1,21,2003-05-29,CAN,CAN,75,205,2021,2,7,39,,,https://assets.nhle.com/logos/nhl/svg/OTT_light.svg
2024-2025,Zemgus Girgensons,TBL,F,376.0,20.0,,68.0,360.0,31.0,256.0,382.0,403.0,261.0,91.0,62.0,,396.0,Fourth Line,82,956.5,2,4,30,1994-01-05,LVA,LVA,74,200,2012,1,14,14,8476878.0,https://assets.nhle.com/mugs/nhl/20242025/TBL/8476878.png,https://assets.nhle.com/logos/nhl/svg/TBL_light.svg
