Season,Player,Team,Position,evo_rank,evd_rank,ppl_rank,pkl_rank,oio_rank,oid_rank,sht_rank,scr_rank,zon_rank,plm_rank,pen_rank,phy_rank,fof_rank,fan_rank,Role,GP,TOI,Goals,First Assists,Age,Date of Birth,Birth Country,Nationality,Height (in),Weight (lbs),Draft Year,Draft Round,Round Pick,Overall Draft Position,Player ID,Headshot URL,Team URL
2022-2023,Nikita Kucherov,TBL,F,17.0,451.0,176.0,,12.0,416.0,43.0,58.0,76.0,2.0,51.0,368.0,,8.0,First Line,82,1650.85,30,48,29,1993-06-17,RUS,RUS,71,181,2011,2,28,58,8476453.0,https://assets.nhle.com/mugs/nhl/20222023/TBL/8476453.png,https://assets.nhle.com/logos/nhl/svg/TBL_light.svg
2022-2023,Nikolaj Ehlers,WPG,F,4.0,332.0,55.0,,27.0,297.0,7.0,50.0,50.0,26.0,4.0,343.0,,44.0,Second Line,45,704.16666666667,12,15,26,1996-02-14,DNK,DNK,72,169,2014,1,9,9,8477940.0,https://assets.nhle.com/mugs/nhl/20222023/WPG/8477940.png,https://assets.nhle.com/logos/nhl/svg/WPG_light.svg
2022-2023,Nils Aman,VAN,F,447.0,320.0,,101.0,444.0,365.0,457.0,453.0,402.0,356.0,387.0,310.0,170.0,428.0,Fourth Line,68,863.75,4,7,22,2000-02-07,SWE,SWE,74,179,2020,6,12,167,8482496.0,https://assets.nhle.com/mugs/nhl/20222023/VAN/8482496.png,https://assets.nhle.com/logos/nhl/svg/VAN_light.svg
2022-2023,Nils Hoglander,VAN,F,192.0,346.0,297.0,,160.0,346.0,174.0,254.0,132.0,277.0,85.0,259.0,,283.0,Fourth Line,25,301.38333333333,3,4,21,2000-12-20,SWE,SWE,69,185,2019,2,9,40,8481535.0,https://assets.nhle.com/mugs/nhl/20222023/VAN/8481535.png,https://assets.nhle.com/logos/nhl/svg/VAN_light.svg
2022-2023,Nino Niederreiter,NSH,F,87.0,156.0,169.0,,52.0,79.0,127.0,51.0,119.0,260.0,60.0,122.0,,146.0,Second Line,78,1270.3666666667,24,8,29,1992-09-08,CHE,CHE,74,218,2010,1,5,5,8475799.0,https://assets.nhle.com/mugs/nhl/20222023/NSH/8475799.png,https://assets.nhle.com/logos/nhl/svg/NSH_light.svg
2022-2023,Nino Niederreiter,WPG,F,87.0,156.0,169.0,,52.0,79.0,127.0,51.0,119.0,260.0,60.0,122.0,,146.0,Second Line,78,1270.3666666667,24,8,29,1992-09-08,CHE,CHE,74,218,2010,1,5,5,8475799.0,https://assets.nhle.com/mugs/nhl/20222023/WPG/8475799.png,https://assets.nhle.com/logos/nhl/svg/WPG_light.svg
2022-2023,Noah Cates,PHI,F,398.0,143.0,208.0,103.0,369.0,278.0,439.0,368.0,399.0,289.0,277.0,278.0,171.0,250.0,Second Line,82,1456.9166666667,13,14,23,1999-02-05,USA,USA,73,165,2017,5,13,137,8480220.0,https://assets.nhle.com/mugs/nhl/20222023/PHI/8480220.png,https://assets.nhle.com/logos/nhl/svg/PHI_light.svg
2022-2023,Noah Gregor,SJS,F,147.0,448.0,280.0,,247.0,452.0,41.0,193.0,322.0,274.0,308.0,104.0,,252.0,Fourth Line,57,739.51666666667,10,6,24,1998-07-28,CAN,CAN,72,190,2016,4,20,111,8479393.0,https://assets.nhle.com/mugs/nhl/20222023/SJS/8479393.png,https://assets.nhle.com/logos/nhl/svg/SJS_light.svg
2022-2023,Noel Acciari,TOR,F,347.0,31.0,,92.0,325.0,221.0,347.0,306.0,443.0,324.0,48.0,58.0,129.0,243.0,Third Line,77,1102.0833333333,14,5,30,1991-12-01,USA,USA,70,209,-,-,-,-,8478569.0,https://assets.nhle.com/mugs/nhl/20222023/TOR/8478569.png,https://assets.nhle.com/logos/nhl/svg/TOR_light.svg
2022-2023,Noel Acciari,STL,F,347.0,31.0,,92.0,325.0,221.0,347.0,306.0,443.0,324.0,48.0,58.0,129.0,243.0,Third Line,77,1102.0833333333,14,5,30,1991-12-01,USA,USA,70,209,-,-,-,-,8478569.0,https://assets.nhle.com/mugs/nhl/20222023/STL/8478569.png,https://assets.nhle.com/logos/nhl/svg/STL_light.svg
2022-2023,Oliver Bjorkstrand,SEA,F,137.0,149.0,136.0,,270.0,212.0,66.0,93.0,148.0,153.0,111.0,294.0,,109.0,Second Line,81,1265.5,20,12,27,1995-04-10,DNK,DNK,72,175,2013,3,28,89,8477416.0,https://assets.nhle.com/mugs/nhl/20222023/SEA/8477416.png,https://assets.nhle.com/logos/nhl/svg/SEA_light.svg
2022-2023,Oliver Wahlstrom,NYI,F,159.0,208.0,242.0,,232.0,227.0,34.0,136.0,11.0,247.0,407.0,116.0,,208.0,Fourth Line,35,425.8,7,2,22,2000-06-13,USA,USA,74,204,2018,1,11,11,8480789.0,https://assets.nhle.com/mugs/nhl/20222023/NYI/8480789.png,https://assets.nhle.com/logos/nhl/svg/NYI_light.svg
2022-2023,Ondrej Palat,NJD,F,106.0,184.0,130.0,,37.0,133.0,263.0,247.0,97.0,107.0,123.0,159.0,,190.0,Second Line,49,761.23333333333,8,10,31,1991-03-28,CZE,CZE,72,194,2011,7,27,208,8476292.0,https://assets.nhle.com/mugs/nhl/20222023/NJD/8476292.png,https://assets.nhle.com/logos/nhl/svg/NJD_light.svg
2022-2023,Oskar Lindblom,SJS,F,333.0,347.0,,157.0,352.0,339.0,311.0,357.0,300.0,353.0,357.0,195.0,,377.0,Fourth Line,73,771.9,6,4,26,1996-08-15,SWE,SWE,73,191,2014,5,18,138,8478067.0,https://assets.nhle.com/mugs/nhl/20222023/SJS/8478067.png,https://assets.nhle.com/logos/nhl/svg/SJS_light.svg
2022-2023,Oskar Sundqvist,DET,F,409.0,329.0,249.0,165.0,425.0,349.0,427.0,346.0,303.0,234.0,100.0,185.0,189.0,310.0,Third Line,67,928.96666666667,10,8,28,1994-03-23,SWE,SWE,75,220,2012,3,20,81,8476897.0,https://assets.nhle.com/mugs/nhl/20222023/DET/8476897.png,https://assets.nhle.com/logos/nhl/svg/DET_light.svg
2022-2023,Oskar Sundqvist,MIN,F,409.0,329.0,249.0,165.0,425.0,349.0,427.0,346.0,303.0,234.0,100.0,185.0,189.0,310.0,Third Line,67,928.96666666667,10,8,28,1994-03-23,SWE,SWE,75,220,2012,3,20,81,8476897.0,https://assets.nhle.com/mugs/nhl/20222023/MIN/8476897.png,https://assets.nhle.com/logos/nhl/svg/MIN_light.svg
2022-2023,Owen Tippett,PHI,F,86.0,160.0,222.0,,134.0,261.0,45.0,119.0,80.0,205.0,84.0,138.0,,137.0,Second Line,77,1341.9,27,11,23,1999-02-16,CAN,CAN,73,207,2017,1,10,10,8480015.0,https://assets.nhle.com/mugs/nhl/20222023/PHI/8480015.png,https://assets.nhle.com/logos/nhl/svg/PHI_light.svg
2022-2023,Parker Kelly,OTT,F,430.0,101.0,,169.0,448.0,219.0,297.0,373.0,438.0,453.0,392.0,8.0,,405.0,Fourth Line,55,577.95,1,1,23,1999-05-14,CAN,CAN,72,190,-,-,-,-,8480448.0,https://assets.nhle.com/mugs/nhl/20222023/OTT/8480448.png,https://assets.nhle.com/logos/nhl/svg/OTT_light.svg
2022-2023,Patric Hornqvist,FLA,F,31.0,41.0,244.0,,118.0,147.0,9.0,109.0,172.0,79.0,18.0,127.0,,221.0,Fourth Line,22,203.88333333333,1,2,35,1987-01-01,SWE,SWE,71,189,2005,7,36,230,8471887.0,https://assets.nhle.com/mugs/nhl/20222023/FLA/8471887.png,https://assets.nhle.com/logos/nhl/svg/FLA_light.svg
2022-2023,Patrice Bergeron,BOS,F,8.0,2.0,32.0,15.0,3.0,2.0,8.0,33.0,43.0,108.0,275.0,289.0,1.0,33.0,Second Line,78,1356.55,27,16,37,1985-07-24,CAN,CAN,73,196,2003,2,15,45,8470638.0,https://assets.nhle.com/mugs/nhl/20222023/BOS/8470638.png,https://assets.nhle.com/logos/nhl/svg/BOS_light.svg
2022-2023,Patrick Brown,OTT,F,401.0,201.0,,96.0,426.0,299.0,382.0,440.0,452.0,388.0,368.0,37.0,126.0,388.0,Fourth Line,61,694.03333333333,4,4,30,1992-05-29,USA,USA,73,210,-,-,-,-,8477887.0,https://assets.nhle.com/mugs/nhl/20222023/OTT/8477887.png,https://assets.nhle.com/logos/nhl/svg/OTT_light.svg
2022-2023,Patrick Brown,PHI,F,401.0,201.0,,96.0,426.0,299.0,382.0,440.0,452.0,388.0,368.0,37.0,126.0,388.0,Fourth Line,61,694.03333333333,4,4,30,1992-05-29,USA,USA,73,210,-,-,-,-,8477887.0,https://assets.nhle.com/mugs/nhl/20222023/PHI/8477887.png,https://assets.nhle.com/logos/nhl/svg/PHI_light.svg
2022-2023,Patrick Kane,CHI,F,196.0,450.0,61.0,,366.0,442.0,51.0,190.0,27.0,40.0,229.0,454.0,,32.0,First Line,73,1409.5333333333,21,20,33,1988-11-19,USA,USA,70,177,2007,1,1,1,8474141.0,https://assets.nhle.com/mugs/nhl/20222023/CHI/8474141.png,https://assets.nhle.com/logos/nhl/svg/CHI_light.svg
2022-2023,Patrick Kane,NYR,F,196.0,450.0,61.0,,366.0,442.0,51.0,190.0,27.0,40.0,229.0,454.0,,32.0,First Line,73,1409.5333333333,21,20,33,1988-11-19,USA,USA,70,177,2007,1,1,1,8474141.0,https://assets.nhle.com/mugs/nhl/20222023/NYR/8474141.png,https://assets.nhle.com/logos/nhl/svg/NYR_light.svg
2022-2023,Patrick Maroon,TBL,F,355.0,243.0,268.0,,210.0,131.0,407.0,388.0,178.0,376.0,450.0,49.0,,429.0,Fourth Line,80,827.58333333333,5,4,34,1988-04-23,USA,USA,75,234,2007,6,10,161,8474034.0,https://assets.nhle.com/mugs/nhl/20222023/TBL/8474034.png,https://assets.nhle.com/logos/nhl/svg/TBL_light.svg
2022-2023,Patrik Laine,CBJ,F,183.0,447.0,69.0,,260.0,433.0,49.0,99.0,74.0,72.0,299.0,384.0,,45.0,First Line,55,1051.65,22,18,24,1998-04-19,FIN,FIN,77,205,2016,1,2,2,8479339.0,https://assets.nhle.com/mugs/nhl/20222023/CBJ/8479339.png,https://assets.nhle.com/logos/nhl/svg/CBJ_light.svg
2022-2023,Paul Cotter,VGK,F,394.0,445.0,,,374.0,448.0,316.0,187.0,269.0,445.0,119.0,28.0,,330.0,Fourth Line,55,705.48333333333,13,2,22,1999-11-16,USA,USA,74,212,2018,4,22,115,8481032.0,https://assets.nhle.com/mugs/nhl/20222023/VGK/8481032.png,https://assets.nhle.com/logos/nhl/svg/VGK_light.svg
2022-2023,Paul Stastny,CAR,F,150.0,106.0,139.0,200.0,26.0,88.0,328.0,168.0,59.0,237.0,315.0,410.0,26.0,249.0,Fourth Line,73,866.51666666667,9,6,36,1985-12-27,CAN,USA,72,193,2005,2,14,44,8471669.0,https://assets.nhle.com/mugs/nhl/20222023/CAR/8471669.png,https://assets.nhle.com/logos/nhl/svg/CAR_light.svg
2022-2023,Pavel Buchnevich,STL,F,130.0,361.0,93.0,38.0,157.0,325.0,204.0,88.0,228.0,42.0,294.0,319.0,196.0,52.0,First Line,63,1225.5333333333,26,28,27,1995-04-17,RUS,RUS,73,196,2013,3,14,75,8477402.0,https://assets.nhle.com/mugs/nhl/20222023/STL/8477402.png,https://assets.nhle.com/logos/nhl/svg/STL_light.svg
2022-2023,Pavel Zacha,BOS,F,187.0,351.0,138.0,132.0,117.0,249.0,244.0,178.0,168.0,195.0,255.0,268.0,75.0,162.0,Second Line,82,1316.5833333333,21,18,25,1997-04-06,CZE,CZE,76,199,2015,1,6,6,8478401.0,https://assets.nhle.com/mugs/nhl/20222023/BOS/8478401.png,https://assets.nhle.com/logos/nhl/svg/BOS_light.svg
2022-2023,Peyton Krebs,BUF,F,433.0,375.0,189.0,,397.0,274.0,438.0,432.0,229.0,286.0,341.0,245.0,147.0,359.0,Third Line,74,1023.9,9,9,21,2001-01-26,CAN,CAN,72,187,2019,1,17,17,8481522.0,https://assets.nhle.com/mugs/nhl/20222023/BUF/8481522.png,https://assets.nhle.com/logos/nhl/svg/BUF_light.svg
2022-2023,Phil Kessel,VGK,F,216.0,439.0,96.0,,274.0,439.0,143.0,244.0,173.0,150.0,429.0,451.0,,188.0,Fourth Line,82,1050.3166666667,14,9,34,1987-10-02,USA,USA,71,208,2006,1,5,5,8473548.0,https://assets.nhle.com/mugs/nhl/20222023/VGK/8473548.png,https://assets.nhle.com/logos/nhl/svg/VGK_light.svg
2022-2023,Philip Tomasino,NSH,F,173.0,264.0,185.0,,327.0,268.0,215.0,274.0,150.0,38.0,20.0,277.0,,219.0,Second Line,31,483.41666666667,5,10,21,2001-07-28,CAN,CAN,72,179,2019,1,24,24,8481577.0,https://assets.nhle.com/mugs/nhl/20222023/NSH/8481577.png,https://assets.nhle.com/logos/nhl/svg/NSH_light.svg
2022-2023,Philipp Kurashev,CHI,F,373.0,378.0,170.0,,385.0,414.0,350.0,407.0,193.0,285.0,41.0,372.0,213.0,308.0,Second Line,70,1219.4333333333,9,11,22,1999-10-12,CHE,CHE,72,190,2018,4,27,120,8480798.0,https://assets.nhle.com/mugs/nhl/20222023/CHI/8480798.png,https://assets.nhle.com/logos/nhl/svg/CHI_light.svg
2022-2023,Phillip Danault,LAK,F,157.0,276.0,216.0,88.0,42.0,175.0,257.0,219.0,338.0,183.0,295.0,251.0,27.0,147.0,First Line,82,1502.65,18,20,29,1993-02-24,CAN,CAN,73,200,2011,1,26,26,8476479.0,https://assets.nhle.com/mugs/nhl/20222023/LAK/8476479.png,https://assets.nhle.com/logos/nhl/svg/LAK_light.svg
2022-2023,Phillip Di Giuseppe,VAN,F,152.0,57.0,,,317.0,76.0,123.0,387.0,348.0,144.0,432.0,63.0,,276.0,Third Line,30,437.13333333333,6,3,28,1993-10-09,CAN,CAN,72,193,2012,2,8,38,8476858.0,https://assets.nhle.com/mugs/nhl/20222023/VAN/8476858.png,https://assets.nhle.com/logos/nhl/svg/VAN_light.svg
2022-2023,Pierre Engvall,NYI,F,123.0,233.0,272.0,191.0,76.0,72.0,139.0,180.0,392.0,263.0,316.0,257.0,214.0,260.0,Third Line,76,1036.4,17,8,26,1996-05-31,SWE,SWE,77,219,2014,7,8,188,8478115.0,https://assets.nhle.com/mugs/nhl/20222023/NYI/8478115.png,https://assets.nhle.com/logos/nhl/svg/NYI_light.svg
2022-2023,Pierre Engvall,TOR,F,123.0,233.0,272.0,191.0,76.0,72.0,139.0,180.0,392.0,263.0,316.0,257.0,214.0,260.0,Third Line,76,1036.4,17,8,26,1996-05-31,SWE,SWE,77,219,2014,7,8,188,8478115.0,https://assets.nhle.com/mugs/nhl/20222023/TOR/8478115.png,https://assets.nhle.com/logos/nhl/svg/TOR_light.svg
2022-2023,Pierre-Edouard Bellemare,TBL,F,407.0,119.0,,64.0,309.0,51.0,446.0,439.0,323.0,399.0,262.0,197.0,38.0,435.0,Fourth Line,73,823.65,4,8,37,1985-03-06,FRA,FRA,71,198,-,-,-,-,8477930.0,https://assets.nhle.com/mugs/nhl/20222023/TBL/8477930.png,https://assets.nhle.com/logos/nhl/svg/TBL_light.svg
2022-2023,Pierre-Luc Dubois,WPG,F,149.0,234.0,67.0,,92.0,270.0,89.0,53.0,45.0,125.0,189.0,219.0,98.0,78.0,First Line,73,1346.9833333333,27,18,24,1998-06-24,CAN,CAN,76,214,2016,1,3,3,8479400.0,https://assets.nhle.com/mugs/nhl/20222023/WPG/8479400.png,https://assets.nhle.com/logos/nhl/svg/WPG_light.svg
2022-2023,Pius Suter,DET,F,317.0,248.0,259.0,108.0,336.0,277.0,277.0,240.0,221.0,281.0,170.0,404.0,97.0,248.0,Third Line,79,1110.8833333333,14,7,26,1996-05-24,CHE,CHE,71,179,-,-,-,-,8480459.0,https://assets.nhle.com/mugs/nhl/20222023/DET/8480459.png,https://assets.nhle.com/logos/nhl/svg/DET_light.svg
2022-2023,Pontus Holmberg,TOR,F,287.0,99.0,,,362.0,106.0,448.0,365.0,206.0,137.0,52.0,248.0,166.0,387.0,Fourth Line,37,385.53333333333,5,6,23,1999-03-09,SWE,SWE,72,202,2018,6,1,156,8480995.0,https://assets.nhle.com/mugs/nhl/20222023/TOR/8480995.png,https://assets.nhle.com/logos/nhl/svg/TOR_light.svg
2022-2023,Quinton Byfield,LAK,F,263.0,209.0,255.0,,259.0,90.0,368.0,374.0,198.0,213.0,431.0,260.0,200.0,380.0,Third Line,53,745.38333333333,3,10,20,2002-08-19,CAN,CAN,77,220,2020,1,2,2,8482124.0,https://assets.nhle.com/mugs/nhl/20222023/LAK/8482124.png,https://assets.nhle.com/logos/nhl/svg/LAK_light.svg
2022-2023,Radek Faksa,DAL,F,416.0,11.0,298.0,19.0,388.0,24.0,423.0,412.0,422.0,394.0,410.0,155.0,28.0,334.0,Third Line,81,1111.3666666667,11,6,28,1994-01-09,CZE,CZE,75,225,2012,1,13,13,8476889.0,https://assets.nhle.com/mugs/nhl/20222023/DAL/8476889.png,https://assets.nhle.com/logos/nhl/svg/DAL_light.svg
2022-2023,Rafael Harvey-Pinard,MTL,F,384.0,224.0,,,304.0,410.0,360.0,55.0,292.0,401.0,54.0,160.0,,119.0,Second Line,34,585.8,14,4,23,1999-01-06,CAN,CAN,69,181,2019,7,15,201,8481093.0,https://assets.nhle.com/mugs/nhl/20222023/MTL/8481093.png,https://assets.nhle.com/logos/nhl/svg/MTL_light.svg
2022-2023,Rasmus Asplund,BUF,F,381.0,303.0,287.0,,354.0,239.0,290.0,397.0,374.0,351.0,113.0,359.0,,379.0,Fourth Line,46,504.26666666667,2,2,24,1997-12-03,SWE,SWE,71,185,2016,2,3,33,8479335.0,https://assets.nhle.com/mugs/nhl/20222023/BUF/8479335.png,https://assets.nhle.com/logos/nhl/svg/BUF_light.svg
2022-2023,Rasmus Asplund,NSH,F,381.0,303.0,287.0,,354.0,239.0,290.0,397.0,374.0,351.0,113.0,359.0,,379.0,Fourth Line,46,504.26666666667,2,2,24,1997-12-03,SWE,SWE,71,185,2016,2,3,33,8479335.0,https://assets.nhle.com/mugs/nhl/20222023/NSH/8479335.png,https://assets.nhle.com/logos/nhl/svg/NSH_light.svg
2022-2023,Rasmus Kupari,LAK,F,361.0,368.0,,177.0,265.0,253.0,425.0,445.0,46.0,308.0,297.0,133.0,134.0,443.0,Fourth Line,66,666.26666666667,3,8,22,2000-03-15,FIN,FIN,74,200,2018,1,20,20,8480845.0,https://assets.nhle.com/mugs/nhl/20222023/LAK/8480845.png,https://assets.nhle.com/logos/nhl/svg/LAK_light.svg
2022-2023,Reese Johnson,CHI,F,456.0,322.0,,154.0,456.0,376.0,433.0,452.0,442.0,456.0,257.0,6.0,130.0,451.0,Fourth Line,57,627.65,4,1,24,1998-07-10,CAN,CAN,73,193,-,-,-,-,8481147.0,https://assets.nhle.com/mugs/nhl/20222023/CHI/8481147.png,https://assets.nhle.com/logos/nhl/svg/CHI_light.svg
2022-2023,Reilly Smith,VGK,F,98.0,307.0,62.0,50.0,68.0,246.0,114.0,111.0,217.0,161.0,169.0,291.0,,111.0,Second Line,78,1323.6333333333,26,17,31,1991-04-01,CAN,CAN,73,185,2009,3,8,69,8475191.0,https://assets.nhle.com/mugs/nhl/20222023/VGK/8475191.png,https://assets.nhle.com/logos/nhl/svg/VGK_light.svg
2022-2023,Rem Pitlick,MTL,F,400.0,457.0,278.0,,392.0,456.0,456.0,338.0,305.0,240.0,401.0,376.0,,328.0,Fourth Line,46,594.43333333333,6,6,25,1997-04-02,CAN,CAN,71,186,2016,3,15,76,8479514.0,https://assets.nhle.com/mugs/nhl/20222023/MTL/8479514.png,https://assets.nhle.com/logos/nhl/svg/MTL_light.svg
2022-2023,Rickard Rakell,PIT,F,99.0,272.0,72.0,,46.0,281.0,61.0,90.0,22.0,204.0,205.0,183.0,,93.0,First Line,82,1511.9,28,13,29,1993-05-05,SWE,SWE,73,195,2011,1,30,30,8476483.0,https://assets.nhle.com/mugs/nhl/20222023/PIT/8476483.png,https://assets.nhle.com/logos/nhl/svg/PIT_light.svg
2022-2023,Robby Fabbri,DET,F,414.0,410.0,121.0,,427.0,390.0,319.0,157.0,308.0,230.0,298.0,148.0,212.0,164.0,Second Line,28,447.95,7,5,26,1996-01-22,CAN,CAN,71,185,2014,1,21,21,8477952.0,https://assets.nhle.com/mugs/nhl/20222023/DET/8477952.png,https://assets.nhle.com/logos/nhl/svg/DET_light.svg
2022-2023,Robert Thomas,STL,F,193.0,341.0,104.0,115.0,164.0,375.0,431.0,308.0,141.0,31.0,218.0,450.0,57.0,124.0,First Line,73,1412.0666666667,18,30,23,1999-07-02,CAN,CAN,72,218,2017,1,20,20,8480023.0,https://assets.nhle.com/mugs/nhl/20222023/STL/8480023.png,https://assets.nhle.com/logos/nhl/svg/STL_light.svg
2022-2023,Roope Hintz,DAL,F,29.0,95.0,33.0,2.0,33.0,65.0,104.0,17.0,48.0,43.0,198.0,306.0,53.0,34.0,Second Line,73,1281.7166666667,37,24,25,1996-11-17,FIN,FIN,75,215,2015,2,19,49,8478449.0,https://assets.nhle.com/mugs/nhl/20222023/DAL/8478449.png,https://assets.nhle.com/logos/nhl/svg/DAL_light.svg
2022-2023,Ross Colton,TBL,F,111.0,213.0,221.0,,145.0,180.0,75.0,64.0,196.0,209.0,68.0,65.0,182.0,224.0,Fourth Line,81,1000.45,16,10,25,1996-09-11,USA,USA,72,194,2016,4,27,118,8479525.0,https://assets.nhle.com/mugs/nhl/20222023/TBL/8479525.png,https://assets.nhle.com/logos/nhl/svg/TBL_light.svg
2022-2023,Ryan Carpenter,NYR,F,436.0,150.0,,160.0,445.0,130.0,403.0,443.0,363.0,422.0,424.0,62.0,45.0,436.0,Fourth Line,22,201.88333333333,1,1,31,1991-01-18,USA,USA,73,198,-,-,-,-,8477846.0,https://assets.nhle.com/mugs/nhl/20222023/NYR/8477846.png,https://assets.nhle.com/logos/nhl/svg/NYR_light.svg
2022-2023,Ryan Donato,SEA,F,113.0,132.0,247.0,,326.0,140.0,71.0,121.0,103.0,136.0,112.0,186.0,,239.0,Fourth Line,71,799.05,14,9,26,1996-04-09,USA,USA,72,190,2014,2,26,56,8477987.0,https://assets.nhle.com/mugs/nhl/20222023/SEA/8477987.png,https://assets.nhle.com/logos/nhl/svg/SEA_light.svg
2022-2023,Ryan Hartman,MIN,F,63.0,133.0,97.0,164.0,128.0,168.0,78.0,116.0,146.0,84.0,386.0,229.0,119.0,99.0,Second Line,59,961.58333333333,15,15,27,1994-09-20,USA,USA,72,197,2013,1,30,30,8477451.0,https://assets.nhle.com/mugs/nhl/20222023/MIN/8477451.png,https://assets.nhle.com/logos/nhl/svg/MIN_light.svg
2022-2023,Ryan Johansen,NSH,F,353.0,305.0,91.0,,139.0,290.0,364.0,174.0,277.0,229.0,441.0,262.0,12.0,183.0,Second Line,55,865.78333333333,12,10,30,1992-07-31,CAN,CAN,75,218,2010,1,4,4,8475793.0,https://assets.nhle.com/mugs/nhl/20222023/NSH/8475793.png,https://assets.nhle.com/logos/nhl/svg/NSH_light.svg
2022-2023,Ryan Lomberg,FLA,F,104.0,226.0,,194.0,72.0,210.0,101.0,197.0,282.0,325.0,381.0,46.0,,346.0,Fourth Line,82,927.33333333333,12,5,27,1994-09-12,CAN,CAN,69,187,-,-,-,-,8479066.0,https://assets.nhle.com/mugs/nhl/20222023/FLA/8479066.png,https://assets.nhle.com/logos/nhl/svg/FLA_light.svg
2022-2023,Ryan McLeod,EDM,F,264.0,146.0,,93.0,201.0,49.0,371.0,324.0,191.0,292.0,311.0,353.0,139.0,329.0,Third Line,57,808.58333333333,11,9,22,1999-09-21,CAN,CAN,74,207,2018,2,9,40,8480802.0,https://assets.nhle.com/mugs/nhl/20222023/EDM/8480802.png,https://assets.nhle.com/logos/nhl/svg/EDM_light.svg
2022-2023,Ryan Nugent-Hopkins,EDM,F,217.0,171.0,14.0,87.0,170.0,198.0,188.0,128.0,240.0,78.0,293.0,388.0,107.0,40.0,First Line,82,1623.7,37,28,29,1993-04-12,CAN,CAN,72,195,2011,1,1,1,8476454.0,https://assets.nhle.com/mugs/nhl/20222023/EDM/8476454.png,https://assets.nhle.com/logos/nhl/svg/EDM_light.svg
2022-2023,Ryan O'Reilly,STL,F,228.0,130.0,110.0,78.0,184.0,217.0,272.0,161.0,398.0,172.0,115.0,434.0,8.0,118.0,Second Line,53,950.76666666667,16,8,31,1991-02-07,CAN,CAN,73,207,2009,2,3,33,8475158.0,https://assets.nhle.com/mugs/nhl/20222023/STL/8475158.png,https://assets.nhle.com/logos/nhl/svg/STL_light.svg
2022-2023,Ryan O'Reilly,TOR,F,228.0,130.0,110.0,78.0,184.0,217.0,272.0,161.0,398.0,172.0,115.0,434.0,8.0,118.0,Second Line,53,950.76666666667,16,8,31,1991-02-07,CAN,CAN,73,207,2009,2,3,33,8475158.0,https://assets.nhle.com/mugs/nhl/20222023/TOR/8475158.png,https://assets.nhle.com/logos/nhl/svg/TOR_light.svg
2022-2023,Ryan Poehling,PIT,F,223.0,142.0,277.0,145.0,301.0,283.0,237.0,242.0,405.0,330.0,36.0,213.0,146.0,326.0,Fourth Line,53,623.85,7,5,23,1999-01-03,USA,USA,74,196,2017,1,25,25,8480068.0,https://assets.nhle.com/mugs/nhl/20222023/PIT/8480068.png,https://assets.nhle.com/logos/nhl/svg/PIT_light.svg
2022-2023,Ryan Reaves,MIN,F,446.0,165.0,,,443.0,158.0,450.0,435.0,261.0,406.0,345.0,3.0,,449.0,Fourth Line,73,680.41666666667,5,5,35,1987-01-20,CAN,CAN,74,225,2005,5,31,156,8471817.0,https://assets.nhle.com/mugs/nhl/20222023/MIN/8471817.png,https://assets.nhle.com/logos/nhl/svg/MIN_light.svg
2022-2023,Ryan Reaves,NYR,F,446.0,165.0,,,443.0,158.0,450.0,435.0,261.0,406.0,345.0,3.0,,449.0,Fourth Line,73,680.41666666667,5,5,35,1987-01-20,CAN,CAN,74,225,2005,5,31,156,8471817.0,https://assets.nhle.com/mugs/nhl/20222023/NYR/8471817.png,https://assets.nhle.com/logos/nhl/svg/NYR_light.svg
2022-2023,Ryan Strome,ANA,F,267.0,456.0,117.0,205.0,252.0,453.0,285.0,239.0,181.0,181.0,443.0,400.0,116.0,154.0,Second Line,82,1397.25,15,12,29,1993-07-11,CAN,CAN,73,191,2011,1,5,5,8476458.0,https://assets.nhle.com/mugs/nhl/20222023/ANA/8476458.png,https://assets.nhle.com/logos/nhl/svg/ANA_light.svg
2022-2023,Saku Maenalanen,WPG,F,427.0,306.0,,99.0,447.0,322.0,381.0,433.0,407.0,433.0,110.0,69.0,,438.0,Fourth Line,64,661.25,4,2,28,1994-05-29,FIN,FIN,76,214,2013,5,4,125,8477357.0,https://assets.nhle.com/mugs/nhl/20222023/WPG/8477357.png,https://assets.nhle.com/logos/nhl/svg/WPG_light.svg
2022-2023,Sam Bennett,FLA,F,12.0,278.0,81.0,134.0,7.0,252.0,27.0,59.0,65.0,93.0,399.0,105.0,105.0,90.0,Second Line,63,1096.6333333333,16,15,26,1996-06-20,CAN,CAN,73,195,2014,1,4,4,8477935.0,https://assets.nhle.com/mugs/nhl/20222023/FLA/8477935.png,https://assets.nhle.com/logos/nhl/svg/FLA_light.svg
2022-2023,Sam Carrick,ANA,F,425.0,446.0,,,440.0,451.0,338.0,381.0,424.0,441.0,416.0,57.0,135.0,411.0,Fourth Line,52,549.4,3,2,30,1992-02-04,CAN,CAN,72,200,2010,5,24,144,8475842.0,https://assets.nhle.com/mugs/nhl/20222023/ANA/8475842.png,https://assets.nhle.com/logos/nhl/svg/ANA_light.svg
